132198457	0	"{""owner"":{""profile_image"":""https://i.stack.imgur.com/OoOsD.png?s=256&g=1"",""account_id"":3212023,""user_type"":""registered"",""user_id"":17856705,""link"":""https://stackoverflow.com/users/17856705/5f3bde39-70a2-4df1-afa2-47f61b"",""reputation"":855,""display_name"":""5f3bde39-70a2-4df1-afa2-47f61b""},""content_license"":""CC BY-SA 4.0"",""score"":1,""post_id"":74910846,""edited"":false,""creation_date"":1671925120,""comment_id"":132198457}"	74910846	74910846
132198508	0	"{""owner"":{""profile_image"":""https://graph.facebook.com/1334975250247022/picture?type=large"",""account_id"":25346990,""user_type"":""registered"",""user_id"":19164457,""link"":""https://stackoverflow.com/users/19164457/azzedine-bk"",""reputation"":41,""display_name"":""Azzedine Bk""},""content_license"":""CC BY-SA 4.0"",""score"":0,""post_id"":74910846,""reply_to_user"":{""profile_image"":""https://i.stack.imgur.com/OoOsD.png?s=256&g=1"",""account_id"":3212023,""user_type"":""registered"",""user_id"":17856705,""link"":""https://stackoverflow.com/users/17856705/5f3bde39-70a2-4df1-afa2-47f61b"",""reputation"":855,""display_name"":""5f3bde39-70a2-4df1-afa2-47f61b""},""edited"":false,""creation_date"":1671925582,""comment_id"":132198508}"	74910846	74910846
132198525	0	"{""owner"":{""profile_image"":""https://i.stack.imgur.com/OoOsD.png?s=256&g=1"",""account_id"":3212023,""user_type"":""registered"",""user_id"":17856705,""link"":""https://stackoverflow.com/users/17856705/5f3bde39-70a2-4df1-afa2-47f61b"",""reputation"":855,""display_name"":""5f3bde39-70a2-4df1-afa2-47f61b""},""content_license"":""CC BY-SA 4.0"",""score"":1,""post_id"":74910846,""edited"":false,""creation_date"":1671925704,""comment_id"":132198525}"	74910846	74910846
132198536	0	"{""owner"":{""profile_image"":""https://www.gravatar.com/avatar/c01d5584e40e3d19507e9a5eaf0bae15?s=256&d=identicon&r=PG"",""account_id"":4688171,""user_type"":""registered"",""user_id"":3795036,""link"":""https://stackoverflow.com/users/3795036/k-nicholas"",""reputation"":10756,""display_name"":""K.Nicholas"",""accept_rate"":88},""content_license"":""CC BY-SA 4.0"",""score"":0,""post_id"":74910846,""edited"":false,""creation_date"":1671925798,""comment_id"":132198536}"	74910846	74910846
132198543	0	"{""owner"":{""profile_image"":""https://graph.facebook.com/1334975250247022/picture?type=large"",""account_id"":25346990,""user_type"":""registered"",""user_id"":19164457,""link"":""https://stackoverflow.com/users/19164457/azzedine-bk"",""reputation"":41,""display_name"":""Azzedine Bk""},""content_license"":""CC BY-SA 4.0"",""score"":0,""post_id"":74910846,""edited"":false,""creation_date"":1671925846,""comment_id"":132198543}"	74910846	74910846
132198561	0	"{""owner"":{""profile_image"":""https://graph.facebook.com/1334975250247022/picture?type=large"",""account_id"":25346990,""user_type"":""registered"",""user_id"":19164457,""link"":""https://stackoverflow.com/users/19164457/azzedine-bk"",""reputation"":41,""display_name"":""Azzedine Bk""},""content_license"":""CC BY-SA 4.0"",""score"":0,""post_id"":74910846,""edited"":false,""creation_date"":1671926058,""comment_id"":132198561}"	74910846	74910846
132198625	0	"{""owner"":{""profile_image"":""https://www.gravatar.com/avatar/e442a53d36f9351aee11b5ecb8369691?s=256&d=identicon&r=PG"",""account_id"":6520,""user_type"":""registered"",""user_id"":11002,""link"":""https://stackoverflow.com/users/11002/tgdavies"",""reputation"":9918,""display_name"":""tgdavies"",""accept_rate"":75},""content_license"":""CC BY-SA 4.0"",""score"":0,""post_id"":74910933,""edited"":false,""creation_date"":1671926971,""comment_id"":132198625}"	74910933	74910933
132198672	0	"{""owner"":{""profile_image"":""https://www.gravatar.com/avatar/147c5a9cc1feec049c50da791ac7d144?s=256&d=identicon&r=PG"",""account_id"":47283,""user_type"":""registered"",""user_id"":139985,""link"":""https://stackoverflow.com/users/139985/stephen-c"",""reputation"":693751,""display_name"":""Stephen C"",""accept_rate"":69},""content_license"":""CC BY-SA 4.0"",""score"":1,""post_id"":74910943,""edited"":false,""creation_date"":1671927799,""comment_id"":132198672}"	74910943	74910943
132198688	0	"{""owner"":{""profile_image"":""https://www.gravatar.com/avatar/2b0720e6aa5a3f51f506be16509e92b7?s=256&d=identicon&r=PG&f=y&so-version=2"",""account_id"":18870057,""user_type"":""registered"",""user_id"":13764908,""link"":""https://stackoverflow.com/users/13764908/vprototype"",""reputation"":109,""display_name"":""vPrototype""},""content_license"":""CC BY-SA 4.0"",""score"":0,""post_id"":74910943,""reply_to_user"":{""profile_image"":""https://www.gravatar.com/avatar/147c5a9cc1feec049c50da791ac7d144?s=256&d=identicon&r=PG"",""account_id"":47283,""user_type"":""registered"",""user_id"":139985,""link"":""https://stackoverflow.com/users/139985/stephen-c"",""reputation"":693751,""display_name"":""Stephen C"",""accept_rate"":69},""edited"":false,""creation_date"":1671927948,""comment_id"":132198688}"	74910943	74910943
132198738	0	"{""owner"":{""profile_image"":""https://i.stack.imgur.com/F6k47.jpg?s=256&g=1"",""account_id"":20466438,""user_type"":""registered"",""user_id"":15017829,""link"":""https://stackoverflow.com/users/15017829/mike-kim"",""reputation"":115,""display_name"":""Mike Kim""},""content_license"":""CC BY-SA 4.0"",""score"":0,""post_id"":74910943,""edited"":false,""creation_date"":1671928697,""comment_id"":132198738}"	74910943	74910943
